Municipio;UF;Regiao;Ano;Populacao;PessoalOcupado;PessoalAssalariado;PIB;QtEmpresas;AreaPlantada_h;VlProducaoAgricola;VlProducaoPecuaria;Area;NrNascimentos;NrObitosInfantis;povoamento;Exportacoes_R$
Francisco Beltrão;PR;Sul;2018,5;90419,17;29841,0;22370,67;3117706800,0;4,87;673333,33;481833,33;451500,0;735,1;1,31;13,17;123,0;94187464,0
Francisco Dantas;RN;Nordeste;2018,5;2843,83;299,67;281,0;26551800,0;19,33;0,0;0,0;2000,0;181,6;35,83;0,17;15,66;0,0
Francisco Dumont;MG;Sudeste;2018,5;5219,17;607,17;493,33;60779800,0;96,17;0,0;3166,67;5666,67;1576,1;51,83;0,67;3,31;0,0
Francisco Macedo;PI;Nordeste;2018,5;3167,83;190,67;175,0;28850400,0;16,67;46666,67;0,0;0,0;155,3;31,0;0,5;20,4;0,0
Francisco Morato;SP;Sudeste;2018,5;174733,5;9643,17;8055,0;1532292200,0;1,4;190000,0;36833,33;60500,0;49,3;2,81;33,0;3544,29;2598298,01
Francisco Santos;PI;Nordeste;2018,5;9273,0;435,67;342,5;71228400,0;94,5;21666,67;5500,0;1333,33;491,9;87,67;1,83;18,85;0,0
Francisco Sá;MG;Sudeste;2018,5;26339,83;2648,83;2027,33;370245800,0;585,67;18333,33;25666,67;50666,67;2747,3;251,33;3,17;9,59;21513067,21
Franciscópolis;MG;Sudeste;2018,5;5473,67;554,83;478,33;71444600,0;65,83;0,0;4000,0;18500,0;717,1;55,67;0,5;7,63;51016,81
Franco da Rocha;SP;Sudeste;2018,5;153167,33;13408,33;10964,67;3129997200,0;1,83;296666,67;0,0;0,0;134,1;2,15;22,5;1142,19;1803589999,79
Frecheirinha;CE;Nordeste;2018,5;13905,67;5706,5;5529,0;245646000,0;171,17;41666,67;4500,0;2166,67;181,2;248,83;3,33;76,74;0,0
Frederico Westphalen;RS;Sul;2018,5;31189,5;10176,33;7973,67;1138283000,0;1,62;635000,0;29666,67;34166,67;265,0;434,83;3,83;117,7;30709292,04
Frei Gaspar;MG;Sudeste;2018,5;5924,67;419,33;385,17;57467200,0;43,5;0,0;4000,0;34333,33;626,7;77,67;0,67;9,45;0,0
Frei Inocêncio;MG;Sudeste;2018,5;9614,33;877,5;694,83;101325600,0;149,67;73333,33;0,0;14500,0;469,6;103,5;1,5;20,47;0,0
Frei Lagonegro;MG;Sudeste;2018,5;3489,67;275,33;257,0;31902400,0;18,0;0,0;3333,33;3833,33;167,5;38,0;0,33;20,83;0,0
Frei Martinho;PB;Nordeste;2018,5;2989,17;285,67;266,33;27911200,0;20,5;0,0;35000,0;0,0;244,3;24,67;0,67;12,24;0,0
Frei Miguelinho;PE;Nordeste;2018,5;15427,33;902,83;815,83;116399800,0;87,5;30000,0;10166,67;2833,33;212,7;140,67;2,17;72,53;0,0
Frei Paulo;SE;Nordeste;2018,5;15416,17;2368,0;2175,0;243648000,0;182,33;383333,33;68333,33;5166,67;400,4;232,67;3,0;38,5;10726267,25
Frei Rogério;SC;Sul;2018,5;2055,17;258,17;205,83;64403600,0;37,0;43333,33;45833,33;3833,33;157,8;24,5;0,17;13,02;166515,83
Fronteira;MG;Sudeste;2018,5;17829,67;2081,83;1667,5;1060942400,0;345,17;56666,67;48666,67;4500,0;200,0;134,5;2,0;89,15;0,0
Fronteira dos Vales;MG;Sudeste;2018,5;4626,83;322,67;294,83;38112600,0;40,83;0,0;0,0;7666,67;320,8;51,83;0,83;14,42;0,0
Fronteiras;PI;Nordeste;2018,5;9813,33;3392,67;2818,67;132306200,0;134,5;10000,0;5333,33;2666,67;775,7;128,83;3,17;14,91;782,89
Fruta de Leite;MG;Sudeste;2018,5;5468,0;388,83;358,17;40425200,0;51,83;30000,0;3333,33;0,0;762,8;51,17;1,0;7,17;0,0
Frutal;MG;Sudeste;2018,5;59340,5;13022,83;10511,83;1895647600,0;1,74;905000,0;575500,0;66833,33;2427,0;720,83;5,5;24,45;126909456,47
Frutuoso Gomes;RN;Nordeste;2018,5;4100,5;271,33;226,33;37145800,0;44,0;0,0;0,0;500,0;63,3;55,17;0,67;64,78;0,0
Fundão;ES;Sudeste;2018,5;21338,33;3698,0;2886,67;408838800,0;590,67;58333,33;68000,0;5500,0;279,5;260,17;2,5;76,34;85963,01
Funilândia;MG;Sudeste;2018,5;4332,17;1860,0;1565,67;58076800,0;83,83;445000,0;1500,0;4833,33;199,8;50,67;0,33;21,68;0,0
Fátima;BA;Nordeste;2018,5;18006,83;1082,33;950,83;215770400,0;119,67;241666,67;53500,0;7166,67;359,4;200,83;3,5;50,1;0,0
Fátima;TO;Norte;2018,5;3848,5;408,67;342,33;69022600,0;52,33;48333,33;7833,33;8166,67;382,9;52,83;0,5;10,05;0,0
Fátima do Sul;MS;Centro-Oeste;2018,5;19187,67;3454,83;2938,5;492458400,0;476,5;268333,33;217666,67;6500,0;315,2;294,0;2,17;60,87;0,0
Fênix;PR;Sul;2018,5;4803,67;1552,83;1266,67;155838400,0;76,5;496666,67;228166,67;3000,0;234,1;52,83;0,5;20,52;0,0
Gabriel Monteiro;SP;Sudeste;2018,5;2781,0;728,33;453,0;74813800,0;253,5;21666,67;64833,33;1500,0;138,5;27,83;0,17;20,08;0,0
Gado Bravo;PB;Nordeste;2018,5;8372,83;1313,0;1260,67;64677000,0;29,17;6666,67;14166,67;4166,67;192,4;125,33;2,0;43,52;0,0
Galiléia;MG;Sudeste;2018,5;6882,67;715,83;562,17;85968800,0;114,33;143333,33;2333,33;25333,33;720,4;89,0;2,5;9,55;3182,69
Galinhos;RN;Nordeste;2018,5;2770,83;421,17;386,17;80556600,0;25,33;0,0;4666,67;25833,33;342,2;36,83;0,5;8,1;202424,79
Galvão;SC;Sul;2018,5;2921,0;438,5;324,67;78926600,0;81,0;46666,67;33833,33;53500,0;121,9;42,0;0,67;23,96;0,0
Gameleira;PE;Nordeste;2018,5;30977,17;1325,67;1241,67;228360400,0;93,5;213333,33;56166,67;21166,67;256,0;313,0;3,5;121,0;0,0
Gameleira de Goiás;GO;Centro-Oeste;2018,5;3812,0;390,0;330,17;162703800,0;54,0;536666,67;531166,67;37666,67;592,0;37,5;0,33;6,44;20783,12
Gameleiras;MG;Sudeste;2018,5;5151,17;475,67;413,5;43334600,0;49,33;0,0;500,0;4166,67;1733,2;60,5;1,0;2,97;0,0
Gandu;BA;Nordeste;2018,5;32707,17;3328,17;2720,0;359222800,0;472,83;90000,0;35666,67;3333,33;243,2;446,67;6,33;134,49;163004,64
Garanhuns;PE;Nordeste;2018,5;139524,5;23702,67;20898,0;2495049200,0;2,2;40000,0;15666,67;51000,0;458,6;2,22;31,33;304,24;25355256,83
Gararu;SE;Nordeste;2018,5;11646,0;615,83;572,33;112872000,0;50,17;0,0;20000,0;53333,33;655,0;138,83;2,5;17,78;0,0
Garibaldi;RS;Sul;2018,5;34666,0;16851,83;13457,67;2067544200,0;2,36;20000,0;41500,0;41333,33;169,2;398,0;3,67;204,88;271097017,59
Garopaba;SC;Sul;2018,5;22825,0;6972,5;5303,17;579750000,0;1,16;0,0;4000,0;2333,33;115,6;318,83;2,67;197,45;37816864,43
Garrafão do Norte;PA;Norte;2018,5;25843,33;1677,33;1545,0;230863800,0;96,17;53333,33;59333,33;1000,0;1599,0;429,5;6,5;16,16;0,0
Garruchos;RS;Sul;2018,5;3001,0;233,67;194,17;125650200,0;46,67;373333,33;193500,0;2833,33;799,9;22,5;0,5;3,75;0,0
Garuva;SC;Sul;2018,5;17976,33;4733,67;3722,33;1026971400,0;749,83;63333,33;27833,33;5166,67;501,4;287,17;2,67;35,85;499921194,65
Garça;SP;Sudeste;2018,5;44456,17;12181,33;10160,83;1176850000,0;1,44;800000,0;413166,67;54666,67;555,6;509,5;7,0;80,01;18748696,41
Gaspar;SC;Sul;2018,5;69071,17;33568,5;28541,17;2957081400,0;3,47;28333,33;72333,33;5166,67;386,4;917,5;8,5;178,76;492198517,08
Gastão Vidigal;SP;Sudeste;2018,5;4046,0;1108,0;848,33;73250000,0;108,67;23333,33;43833,33;4000,0;180,9;39,67;0,0;26,4;2595,76
Gaurama;RS;Sul;2018,5;5637,5;1038,83;758,83;229083800,0;246,83;405000,0;65166,67;31833,33;204,3;49,0;0,5;27,59;202437,09
Gavião;BA;Nordeste;2018,5;4545,33;393,67;364,83;40491800,0;35,33;0,0;0,0;4833,33;369,9;44,33;0,83;12,29;0,0
Gavião Peixoto;SP;Sudeste;2018,5;4776,67;714,67;571,67;1081261200,0;127,33;490000,0;256166,67;0,0;243,8;65,5;0,83;19,59;579031727,24
Gaúcha do Norte;MT;Centro-Oeste;2018,5;7553,17;801,0;600,67;498802400,0;164,67;5208333,33;453669,17;0,0;16930,7;156,17;1,83;0,45;0,0
Geminiano;PI;Nordeste;2018,5;5415,33;281,67;239,67;48674800,0;35,83;41666,67;5666,67;3666,67;462,5;85,0;1,0;11,71;0,0
General Carneiro;MT;Centro-Oeste;2018,5;5494,0;442,67;382,0;245709600,0;50,33;438333,33;562333,33;4000,0;3794,9;125,67;2,83;1,45;0,0
General Carneiro;PR;Sul;2018,5;13811,17;2049,17;1595,17;317837400,0;379,17;51666,67;40000,0;4833,33;1070,3;200,83;2,5;12,9;39280,99
General Câmara;RS;Sul;2018,5;8470,83;692,33;519,0;158735800,0;161,5;346666,67;147333,33;5333,33;510,0;79,67;0,33;16,61;267107,68
General Maynard;SE;Nordeste;2018,5;3341,17;332,83;318,0;33306800,0;18,83;651666,67;0,0;0,0;20,0;42,5;0,67;167,06;0,0
General Salgado;SP;Sudeste;2018,5;10894,83;1873,0;1146,83;244297000,0;694,17;665000,0;173833,33;14333,33;493,3;104,67;1,33;22,09;0,0
General Sampaio;CE;Nordeste;2018,5;7300,33;631,67;582,33;60553000,0;44,0;53333,33;3500,0;3333,33;187,1;103,33;1,33;39,02;0,0
Gentil;RS;Sul;2018,5;1655,67;318,5;226,83;113044400,0;64,33;488333,33;91833,33;50500,0;184,0;23,83;0,17;9,0;0,0
Gentio do Ouro;BA;Nordeste;2018,5;11370,67;646,17;589,33;149428800,0;57,0;0,0;6333,33;0,0;3700,1;124,33;1,33;3,07;6645386,05
Getulina;SP;Sudeste;2018,5;11399,67;2046,17;1634,67;188798400,0;166,83;415000,0;407333,33;3166,67;678,7;93,5;1,67;16,8;0,0
Getúlio Vargas;RS;Sul;2018,5;16348,33;4961,33;3558,0;569745400,0;938,67;570000,0;259833,33;42500,0;286,6;187,0;1,67;57,04;10148684,15
Gilbués;PI;Nordeste;2018,5;10634,67;3256,5;2702,33;218291600,0;106,83;448333,33;407500,0;833,33;3494,9;188,5;3,33;3,04;0,0
Girau do Ponciano;AL;Nordeste;2018,5;41080,33;1264,83;1043,33;363586600,0;232,0;175000,0;52000,0;28333,33;500,6;552,33;5,5;82,06;195,96
Giruá;RS;Sul;2018,5;16324,67;2585,5;2057,33;748306400,0;557,83;1963333,33;656500,0;34500,0;855,9;182,5;2,5;19,07;6024935,04
Glaucilândia;MG;Sudeste;2018,5;3155,33;295,83;271,5;31255600,0;31,17;11666,67;5166,67;5333,33;145,9;27,5;0,67;21,63;0,0
Glicério;SP;Sudeste;2018,5;4812,33;863,83;679,33;105899600,0;166,83;585000,0;117500,0;5000,0;273,6;49,33;0,33;17,59;0,0
Glorinha;RS;Sul;2018,5;7972,67;1568,0;1210,5;307303400,0;262,0;61666,67;68000,0;5833,33;323,6;89,83;0,83;24,64;8119475,75
Glória;BA;Nordeste;2018,5;15426,67;1026,5;883,5;190917200,0;104,17;66666,67;19000,0;12333,33;1255,6;244,33;3,0;12,29;148123,99
Glória DOeste;MT;Centro-Oeste;2018,5;3003,17;261,17;217,17;73590600,0;43,5;45000,0;49333,33;4500,0;853,8;32,67;0,17;3,52;0,0
Glória de Dourados;MS;Centro-Oeste;2018,5;9961,0;1115,67;879,0;202932200,0;192,83;111666,67;63166,67;31666,67;491,7;123,17;1,33;20,26;39991,93
Glória do Goitá;PE;Nordeste;2018,5;30575,83;1889,33;1671,67;444913600,0;173,5;25000,0;43166,67;70000,0;231,8;387,5;4,67;131,91;24847228,16
Godofredo Viana;MA;Nordeste;2018,5;11840,33;562,33;525,0;399881800,0;36,5;13333,33;2666,67;0,0;674,4;155,67;1,83;17,56;20915956,27
Godoy Moreira;PR;Sul;2018,5;3013,17;879,5;695,33;52637400,0;49,5;33333,33;72333,33;5333,33;131,0;29,0;0,33;23,0;0,0
Goiabeira;MG;Sudeste;2018,5;3348,83;404,0;327,67;38611600,0;56,5;66666,67;1500,0;4666,67;112,4;41,5;0,83;29,79;950,45
Goiana;PE;Nordeste;2018,5;79633,67;14767,83;13573,33;8297880800,0;328,85;280000,0;58333,33;45500,0;501,9;1,16;12,83;158,66;5201274035,85
Goiandira;GO;Centro-Oeste;2018,5;5605,33;638,17;515,5;132741200,0;121,17;25000,0;18500,0;6000,0;564,7;42,5;0,33;9,93;0,0
Goianinha;RN;Nordeste;2018,5;26289,0;3507,67;3126,17;417904800,0;306,83;33333,33;57333,33;4000,0;192,3;491,0;7,33;136,71;6422535,99
Goianira;GO;Centro-Oeste;2018,5;43438,33;6190,83;5167,83;881875000,0;881,33;33333,33;32833,33;4166,67;209,0;772,17;14,5;207,84;1857280,48
Goianorte;TO;Norte;2018,5;5133,67;383,67;333,0;82027000,0;49,0;73333,33;25833,33;25166,67;1801,0;59,17;0,0;2,85;0,0
Goianá;MG;Sudeste;2018,5;3965,0;574,83;457,83;61012600,0;126,83;443333,33;1166,67;2833,33;152,0;30,33;0,33;26,09;0,0
Goianápolis;GO;Centro-Oeste;2018,5;11307,0;1401,5;1182,5;207737200,0;174,33;51666,67;125500,0;22500,0;162,4;194,5;2,5;69,62;2274023,03
Goianésia;GO;Centro-Oeste;2018,5;69405,33;16194,17;13345,67;1438701200,0;2,07;318333,33;663833,33;21500,0;1547,3;322,37;13,0;44,86;925198,16
Goianésia do Pará;PA;Norte;2018,5;40186,67;2914,83;2622,0;361261600,0;208,67;16666,67;8833,33;29666,67;7023,9;550,17;7,33;5,72;0,0
Goiatins;TO;Norte;2018,5;13015,33;565,67;489,17;158114400,0;75,0;450000,0;64333,33;2333,33;6408,6;239,5;4,33;2,03;0,0
Goiatuba;GO;Centro-Oeste;2018,5;34180,17;8901,33;7738,0;1626086400,0;777,01;4966666,67;530240,5;46333,33;2475,1;430,83;4,67;13,81;97204806,85
Goioerê;PR;Sul;2018,5;29122,5;5206,83;3925,83;880076000,0;605,51;610000,0;538500,0;65500,0;564,2;358,33;3,33;51,62;21752038,07
Goioxim;PR;Sul;2018,5;7210,17;529,17;446,0;193950200,0;70,0;451666,67;413666,67;56666,67;702,5;102,83;0,67;10,26;0,0
Goiás;GO;Centro-Oeste;2018,5;23072,67;3193,0;2632,83;512626600,0;573,33;50000,0;47500,0;74833,33;3108,0;300,33;3,0;7,42;0,0
Goiânia;GO;Centro-Oeste;2018,5;1503047,5;635434,83;552141,17;50024649600,0;62,91;6666,67;18833,33;35666,67;732,8;20,43;232,17;2051,1;1289314553,37
Gongogi;BA;Nordeste;2018,5;7341,67;581,83;528,33;62743800,0;51,0;45000,0;14166,67;666,67;197,7;77,17;1,67;37,14;0,0
Gonzaga;MG;Sudeste;2018,5;6181,17;333,83;259,5;52003000,0;54,67;0,0;2000,0;2666,67;209,3;71,0;1,67;29,53;0,0
Gonçalves;MG;Sudeste;2018,5;4370,17;719,0;533,17;65033400,0;136,5;0,0;6833,33;3833,33;187,4;36,5;0,17;23,32;98955,07
Gonçalves Dias;MA;Nordeste;2018,5;17820,67;663,0;583,17;121226400,0;74,33;41666,67;3166,67;3500,0;878,5;236,17;3,67;20,29;0,0
Gouveia;MG;Sudeste;2018,5;11901,17;1616,5;1302,0;139729600,0;227,33;0,0;5833,33;4500,0;866,6;132,83;1,83;13,73;1072220,23
Gouvelândia;GO;Centro-Oeste;2018,5;5833,67;1534,17;1212,5;180345600,0;92,83;603333,33;420666,67;3666,67;824,3;47,17;1,17;7,08;0,0
Governador Archer;MA;Nordeste;2018,5;10799,67;292,5;249,17;73480200,0;46,83;0,0;0,0;5500,0;450,9;159,17;1,83;23,95;0,0
Governador Celso Ramos;SC;Sul;2018,5;14410,83;2832,67;2263,0;322586600,0;503,17;10000,0;10166,67;11500,0;116,7;172,67;2,17;123,49;895945,21
Governador Dix-Sept Rosado;RN;Nordeste;2018,5;13080,83;1585,67;1456,33;211780800,0;127,0;30000,0;24166,67;27500,0;1129,3;140,5;2,67;11,58;2340817,93
Governador Edison Lobão;MA;Nordeste;2018,5;18330,33;1969,5;1841,33;283410600,0;113,5;0,0;0,0;6000,0;615,8;312,83;3,67;29,77;6051245,75
Governador Eugênio Barros;MA;Nordeste;2018,5;16010,5;1290,33;1169,17;100520600,0;44,5;43333,33;20333,33;3000,0;817,0;248,67;3,0;19,6;0,0
Governador Jorge Teixeira;RO;Norte;2018,5;7283,0;1636,5;1423,17;179768000,0;74,17;51666,67;47000,0;22666,67;5067,4;109,5;1,67;1,65;0,0
Governador Lindenberg;ES;Sudeste;2018,5;12702,5;1319,0;1017,83;215530600,0;197,17;115000,0;238333,33;4833,33;359,6;128,67;1,33;35,32;0,0
Governador Luiz Rocha;MA;Nordeste;2018,5;7779,5;580,67;549,33;55166600,0;43,33;43333,33;36166,67;1333,33;373,2;111,17;1,5;20,85;0,0
Governador Mangabeira;BA;Nordeste;2018,5;20982,17;2061,0;1845,33;206904600,0;219,5;56666,67;65500,0;0,0;106,3;258,33;3,17;197,39;348822,05
Governador Newton Bello;MA;Nordeste;2018,5;10091,5;282,83;252,17;66495400,0;29,33;36666,67;3500,0;4166,67;1160,5;144,5;1,67;8,7;0,0
Governador Nunes Freire;MA;Nordeste;2018,5;25379,5;1431,0;1251,0;206149600,0;176,33;55000,0;5500,0;5333,33;1037,1;462,83;5,0;24,47;0,0
Governador Valadares;MG;Sudeste;2018,5;280391,0;60930,33;50774,5;6254778000,0;7,09;0,0;12500,0;51333,33;2342,3;3,8;55,33;119,71;79527684,09
Gracho Cardoso;SE;Nordeste;2018,5;5835,5;405,83;371,17;69161600,0;38,83;30000,0;32166,67;14833,33;242,1;76,0;1,17;24,1;0,0
Grajaú;MA;Nordeste;2018,5;69475,0;5836,17;4920,0;712980800,0;702,67;121666,67;85833,33;4000,0;8830,9;1,54;31,33;7,87;30672,0
Gramado;RS;Sul;2018,5;35900,83;21619,33;16445,67;1949012400,0;3,29;26666,67;37500,0;5833,33;237,8;575,67;3,83;150,97;11338332,69
Gramado Xavier;RS;Sul;2018,5;4305,83;324,83;247,83;81395400,0;77,67;46666,67;82000,0;5833,33;217,5;44,0;0,83;19,8;0,0
Gramado dos Loureiros;RS;Sul;2018,5;2131,17;211,5;173,33;51879600,0;35,67;56666,67;58833,33;5666,67;131,4;33,33;0,67;16,22;69484,39
Grandes Rios;PR;Sul;2018,5;5775,67;1910,67;1511,17;123558400,0;140,0;220000,0;27500,0;5000,0;314,2;83,0;1,5;18,38;0,0
Granito;PE;Nordeste;2018,5;7470,67;470,0;402,83;65024000,0;71,5;10000,0;16500,0;26000,0;521,9;111,83;1,5;14,31;0,0
Granja;CE;Nordeste;2018,5;54686,67;2961,17;2521,0;390273400,0;285,0;473333,33;45333,33;5666,67;2698,1;798,33;11,67;20,27;0,0
Granjeiro;CE;Nordeste;2018,5;4632,5;552,83;541,17;41124600,0;20,17;50000,0;6666,67;4833,33;100,1;72,0;0,67;46,28;0,0
Gravatal;SC;Sul;2018,5;11476,67;3324,67;2729,17;244457200,0;477,33;0,0;17666,67;4833,33;168,4;137,5;1,17;68,15;2670265,51
Gravataí;RS;Sul;2018,5;279831,5;47752,83;38578,0;11508784600,0;6,64;56666,67;14500,0;4166,67;463,5;3,34;30,83;603,74;4191728623,72
Gravatá;PE;Nordeste;2018,5;83889,83;10696,67;8944,5;1137384200,0;1,49;0,0;17166,67;19833,33;505,1;163,24;9,33;166,09;1111631,85
Graça;CE;Nordeste;2018,5;14875,17;904,67;801,5;101986600,0;99,83;41666,67;2666,67;3333,33;281,9;176,0;2,17;52,77;0,0
Graça Aranha;MA;Nordeste;2018,5;6219,83;316,0;295,67;41151800,0;26,17;41666,67;4166,67;0,0;271,4;66,83;1,67;22,92;0,0
Groaíras;CE;Nordeste;2018,5;11075,0;818,83;683,33;82560400,0;133,83;35000,0;2666,67;2833,33;155,9;133,0;1,17;71,04;0,0
Grossos;RN;Nordeste;2018,5;10394,67;1095,67;974,33;143201400,0;102,5;0,0;0,0;0,0;126,5;113,83;0,5;82,17;0,0
Grupiara;MG;Sudeste;2018,5;1397,5;380,67;351,83;30242400,0;29,33;30000,0;9333,33;5000,0;193,1;10,67;0,0;7,24;0,0
Grão Mogol;MG;Sudeste;2018,5;15874,83;1661,17;1439,5;489852200,0;198,33;60000,0;2166,67;2833,33;3885,3;152,67;1,83;4,09;90491,87
Grão Pará;SC;Sul;2018,5;6561,83;1637,33;1302,5;231363800,0;232,5;25000,0;41500,0;51000,0;336,2;84,17;0,5;19,52;0,0
Guabiju;RS;Sul;2018,5;1532,17;311,83;208,5;71852600,0;78,33;53333,33;64000,0;56166,67;148,4;11,83;0,0;10,32;0,0
Guabiruba;SC;Sul;2018,5;23552,33;8601,0;7173,33;943038000,0;723,01;0,0;3000,0;0,0;173,6;317,0;4,17;135,67;435612020,71
Guadalupe;PI;Nordeste;2018,5;10444,0;998,17;799,83;568513000,0;171,67;38333,33;53166,67;0,0;1023,6;167,67;3,33;10,2;0,0
Guaimbê;SP;Sudeste;2018,5;5758,83;521,83;369,17;123465400,0;140,33;28333,33;47000,0;0,0;218,0;71,17;1,83;26,42;27483266,93
Guairaçá;PR;Sul;2018,5;6588,5;851,67;701,83;240532400,0;122,17;355000,0;305500,0;17833,33;493,9;90,0;0,83;13,34;0,0
Guaiçara;SP;Sudeste;2018,5;12089,67;1249,67;1029,0;188669800,0;200,0;321666,67;41500,0;5833,33;270,2;143,33;1,33;44,74;26802989,43
Guaiúba;CE;Nordeste;2018,5;26292,67;1544,17;1416,83;200363600,0;107,33;36666,67;9666,67;14333,33;254,0;331,5;3,0;103,51;82073,16
Guajará;AM;Norte;2018,5;16608,0;674,83;657,67;125709400,0;19,17;3333,33;27333,33;0,0;7579,6;303,17;4,17;2,19;0,0
Guajará-Mirim;RO;Norte;2018,5;46657,0;3938,17;3312,17;846074000,0;519,83;0,0;32166,67;2500,0;24855,8;854,17;16,0;1,88;5388251,53
Guajeru;BA;Nordeste;2018,5;7266,0;601,17;549,33;55640400,0;91,83;5000,0;16500,0;5166,67;936,1;77,0;0,17;7,76;0,0
Guamaré;RN;Nordeste;2018,5;15586,0;2540,67;2335,17;1663318800,0;165,33;21666,67;24666,67;0,0;259,0;288,0;3,33;60,18;2164401,87
Guamiranga;PR;Sul;2018,5;8711,0;1008,0;801,17;239424400,0;178,67;436666,67;460333,33;14833,33;244,8;107,67;1,83;35,58;0,0
Guanambi;BA;Nordeste;2018,5;85317,33;13724,0;10483,5;1346359600,0;2,45;48333,33;20333,33;39000,0;1296,7;1,24;14,33;65,8;9575800,29
Guanhães;MG;Sudeste;2018,5;34272,67;6246,83;4878,67;700283800,0;881,0;3333,33;3333,33;41333,33;1075,1;444,67;3,5;31,88;3022502,19
Guapiara;SP;Sudeste;2018,5;17294,83;2577,33;1471,33;406637600,0;151,43;350000,0;476833,33;4000,0;408,3;234,0;5,83;42,36;0,0
Guapiaçu;SP;Sudeste;2018,5;21236,33;4468,67;3579,67;586802600,0;731,33;523333,33;559000,0;5500,0;326,0;249,0;1,33;65,14;4432860,39
Guapimirim;RJ;Sudeste;2018,5;59794,83;6949,17;5689,33;1005972400,0;835,33;0,0;31500,0;3000,0;360,8;709,0;7,83;165,73;4126825,77
Guapirama;PR;Sul;2018,5;3841,5;708,67;533,17;111639200,0;125,0;293333,33;65500,0;5833,33;189,1;55,5;0,83;20,31;0,0
Guaporema;PR;Sul;2018,5;2258,67;399,0;301,17;61087200,0;64,67;470000,0;54166,67;4666,67;200,2;21,5;0,17;11,28;17562,56
Guaporé;RS;Sul;2018,5;25480,33;10901,17;7756,5;873151400,0;1,86;46666,67;84000,0;41166,67;297,7;318,67;3,33;85,59;13102716,77
Guapé;MG;Sudeste;2018,5;14316,67;2000,5;1518,0;253897600,0;323,0;316666,67;317000,0;61333,33;934,3;139,33;2,0;15,32;62262,27
Guapó;GO;Centro-Oeste;2018,5;14296,17;1558,17;1204,83;221736800,0;289,67;41666,67;18500,0;52500,0;516,8;215,17;3,0;27,66;0,0
Guarabira;PB;Nordeste;2018,5;58873,17;9961,33;8634,0;997620000,0;1,1;20000,0;14000,0;6000,0;165,7;844,83;10,33;355,3;38762683,83
Guaraci;PR;Sul;2018,5;5502,83;830,83;675,0;119583800,0;134,0;360000,0;56166,67;3333,33;211,7;50,0;1,17;25,99;29744,27
Guaraci;SP;Sudeste;2018,5;11130,17;3508,83;3317,17;354534000,0;171,0;511666,67;433333,33;0,0;641,5;109,83;1,0;17,35;176693,44
Guaraciaba;MG;Sudeste;2018,5;10393,0;1399,67;1249,5;91065200,0;113,33;36666,67;25333,33;5166,67;348,6;83,83;1,83;29,81;455386,43
Guaraciaba;SC;Sul;2018,5;10134,83;2484,17;2122,67;331268200,0;368,17;50000,0;65333,33;287666,67;330,6;115,17;1,0;30,66;4854840,84
Guaraciaba do Norte;CE;Nordeste;2018,5;40134,33;2998,83;2384,17;497050000,0;560,17;406666,67;304666,67;4333,33;611,5;670,83;10,33;65,63;9474,24
Guaraciama;MG;Sudeste;2018,5;4983,83;1798,5;1395,83;47268800,0;92,83;3333,33;1000,0;4666,67;390,3;54,5;0,67;12,77;0,0
Guaramiranga;CE;Nordeste;2018,5;4362,0;906,5;770,5;65061400,0;96,83;0,0;6666,67;6333,33;100,9;78,17;0,5;43,23;0,0
Guaramirim;SC;Sul;2018,5;44324,33;13018,83;11349,33;1735105400,0;1,47;30000,0;29333,33;4666,67;268,1;618,17;4,5;165,33;193278310,12
Guarani;MG;Sudeste;2018,5;8956,0;1519,83;1115,33;128720000,0;259,67;0,0;5333,33;55500,0;264,2;87,0;0,83;33,9;6433582,64
Guarani dOeste;SP;Sudeste;2018,5;2005,17;1503,67;1206,33;35570600,0;70,67;35000,0;43666,67;3666,67;85,5;18,17;0,0;23,45;0,0
Guarani das Missões;RS;Sul;2018,5;7700,17;1471,67;1154,5;307261800,0;235,5;448333,33;175500,0;23666,67;290,5;72,33;1,17;26,51;1690704,07
Guarani de Goiás;GO;Centro-Oeste;2018,5;3966,5;1424,83;1283,5;57210200,0;36,5;0,0;5166,67;3000,0;1229,1;38,5;0,67;3,23;0,0
Guaraniaçu;PR;Sul;2018,5;12808,17;2378,0;1846,0;376787600,0;432,17;535000,0;274833,33;144833,33;1225,6;188,17;1,5;10,45;3861,45
Guarantã;SP;Sudeste;2018,5;6668,67;1087,83;885,83;167968600,0;205,5;531666,67;308666,67;73833,33;461,1;71,33;0,33;14,46;0,0
Guarantã do Norte;MT;Centro-Oeste;2018,5;35433,33;4997,83;3957,67;830419400,0;697,84;78333,33;205500,0;47833,33;4735,3;550,0;6,67;7,48;293540757,53
Guaranésia;MG;Sudeste;2018,5;19135,83;5022,0;4411,33;440107000,0;455,33;41666,67;45500,0;3500,0;294,8;233,67;3,83;64,91;72998968,08
Guarapari;ES;Sudeste;2018,5;124619,67;22923,67;17366,83;2217149400,0;4,08;30000,0;57666,67;4000,0;595,5;1,79;16,33;209,27;46612421,11
Guarapuava;PR;Sul;2018,5;181309,5;46832,17;38738,0;6117008200,0;5,71;3605000,0;302483,17;46000,0;3116,3;2,93;29,33;58,18;851285277,08
Guaraqueçaba;PR;Sul;2018,5;7721,67;755,5;674,67;108313600,0;69,33;45000,0;58333,33;500,0;2020,1;105,33;1,0;3,82;0,0
